Company Name,Subindustry,Sub Subindustry,Address,Phone,Website,Borough,Postcode,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1,Area
Bella Vita,Full Serve,Italian,211 W 43rd St,(212) 730-1479,www.bellavitanyc.com,1,10036.0,40.756983,-73.987081,5.0,3.0,119.0,1024706.0,1010150029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.987081', 'needs_recoding': False, 'human_address': '{""address"":""211 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756983'}",
CAFÉ @ Times Square,Café / Deli,,159 W 46th St,(212) 391-7351,,1,10036.0,40.758066,-73.983829,5.0,4.0,125.0,1022661.0,1009990003.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983829', 'needs_recoding': False, 'human_address': '{""address"":""159 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758066'}",
Chipotle Mexican grill,Quick Serve,Mexican,854 Eighth Ave,(212) 757-4312,www.chipotle.com,1,10019.0,40.763166,-73.985452,5.0,3.0,131.0,1081642.0,1010230002.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985452', 'needs_recoding': False, 'human_address': '{""address"":""854 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.763166'}",
Famous Dave's B-B-Q,Full Serve,Barbecue,169 W 47th St,(212) 764-1899,http://www.famousdaves.com/,1,10036.0,40.758777,-73.983583,5.0,4.0,125.0,1083718.0,1010000001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983583', 'needs_recoding': False, 'human_address': '{""address"":""169 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758777'}",
Famous Famiglia Pizza,Quick Serve,Pizza,686 Eighth Ave,(212) 382-3030 ,,1,10036.0,40.758163,-73.989099,5.0,3.0,119.0,1024703.0,1010150001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.989099', 'needs_recoding': False, 'human_address': '{""address"":""686 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758163'}",
Fu Ying,Quick Serve,Chinese,811 Eighth Ave,(212) 489-5008 ,,1,10019.0,40.761531,-73.986669,4.0,3.0,127.0,1025144.0,1010390032.0,Clinton                                                                    ,"{'longitude': '-73.986669', 'needs_recoding': False, 'human_address': '{""address"":""811 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761531'}",
Green Symphony,Full Serve,Organic,255 W 43rd St,(212) 391-4747 ,,1,10036.0,40.757359,-73.987973,5.0,3.0,119.0,1024703.0,1010150001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.987973', 'needs_recoding': False, 'human_address': '{""address"":""255 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757359'}",
Haru,Full Serve,Japanese,205 W 43rd St,(212) 398-9810,,1,10036.0,40.75693,-73.986959,5.0,3.0,119.0,1024706.0,1010150029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986959', 'needs_recoding': False, 'human_address': '{""address"":""205 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.75693'}",
Insieme @ The Michaelangelo,Full Serve,Italian,777 Seventh Ave,(212) 582-1310,www.restaurantinsieme.com,1,10019.0,40.761571,-73.9829,5.0,4.0,131.0,1022710.0,1010037501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.9829', 'needs_recoding': False, 'human_address': '{""address"":""777 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761571'}",
Starbucks,Coffee,,684 Eighth Ave,(212) 398-9702,,1,10036.0,40.758108,-73.989139,5.0,3.0,119.0,1024703.0,1010150001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.989139', 'needs_recoding': False, 'human_address': '{""address"":""684 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758108'}",
Barbetta Restaurant,Full Serve,Italian,321 West 46th Street,(212) 246-9171,barbettarestaurant.com,1,10036.0,40.76015,-73.988749,4.0,3.0,127.0,1080891.0,1010370020.0,Clinton                                                                    ,"{'longitude': '-73.988749', 'needs_recoding': False, 'human_address': '{""address"":""321 West 46th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76015'}",
